	z̻	ʐ	ʑ		3/5	0.49703883790130116
f	s̻	ʂ	ɕ	x	5/5	1.0
1/2	2/2	2/2	2/2	1/2
0.6625210710769323	1.0	1.0	1.0	0.702580939132563
