b	d̻		ɖʐ	ɟ	ɡ	dʑ	6/7	0.864874193141564
		z̻	ʐ			ʑ	3/7	0.4300559787099665
p	t̻	t̻s̪̻	ʈʂ	c	k	tɕ	7/7	1.0
f		s̻	ʂ		x	ɕ	5/7	0.9264396041961827
3/4	2/4	3/4	4/4	2/4	3/4	4/4
0.9245876636004398	0.8337086869543983	0.8953520474632904	1.0	0.9185100594476113	0.9458984764575173	1.0
