v	z̪|z	ʒ	ɣ	ɣʷ	5/5	1.0
	s̪|s	ʃ			2/5	0.6242294663277562
1/2	2/2	2/2	1/2	1/2
0.2389466954399098	1.0	1.0	0.2955652519701484	0.17416760598366177
