p	pʷ	t̪	t	ʈ	t̪ʷ	tʷ	ʈʷ	ȶ	k	ȶʷ	kʷ	12/12	1.0
1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1	1/1
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
