b	d		d̠ʒ	ɡ		4/6	0.9460538880634717
v		z	ʒ	ɣ	ʕ	5/6	0.9232804570171602
p	t	ts	t̠ʃ	k	q	6/6	1.0
f		s	ʃ	x	χ	5/6	0.8974370216210373
pʰ	tʰ	tsʰ	t̠ʃʰ	kʰ	qʰ	6/6	1.0
pʼ	tʼ	tsʼ	t̠ʃʼ	kʼ	qʼ	6/6	1.0
6/6	4/6	5/6	6/6	6/6	5/6
1.0	0.9018359199216773	0.9391016857639141	1.0	1.0	0.9332884887443137
