b	d̺	bʲ	dʲ	ɡʲ	ɢ		6/7	0.9997757881034477
pʰ	t̺ʰ	pʲʰ	tʲʰ			-	4/6	0.5908278828154433
	z̺		ʒ				2/7	0.4828095909522415
	s̺		ʃ	xʲ	χ	ħ	5/7	0.8167333355168042
2/4	4/4	2/4	4/4	2/4	2/4	1/3
0.6106727353755534	1.0	0.5061654790186216	1.0	0.7837294231686696	0.6797533065476044	0.713617098463052
