	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;loweredLarynxImplosive:+	ɓ	ɗ		2/3	0.8108077539606614
periodicGlottalSource:-;loweredLarynxImplosive:-	p	t	k	3/3	1.0
	2/2	2/2	1/2
	1.0	1.0	0.9836454289273285
