b	d		ɟ	3/4	0.7820044212435358
	ʐ			1/4	0.3146175216644034
p	t	k	t̠ʃ	4/4	1.0
	s		ʃ	2/4	0.6982228647432511
2/4	4/4	1/4	3/4
0.7765446790726911	1.0	0.6107538336565727	0.9289247663132503
