p	t	ts		k	q	t̠ʃ	6/7	0.9874441102916232
						ʒ	1/7	0.2543288595883961
pʰ	tʰ	tsʰ		kʰ		t̠ʃʰ	5/7	0.9096948637436532
f		s	ʂ		χ	ç	5/7	0.8229176984786715
3/4	2/4	3/4	1/4	2/4	2/4	4/4
0.9245081827520008	0.9034423347639959	0.8709288035440903	0.406773463199732	0.8640665636068259	0.7572223270277837	1.0
