f	fʷ	s	ʃ	-	x	-	-	-	5/5	1.0
v		z	ʒ	-	ɣ	-	-	-	4/5	0.9998043508687319
ɱv	-				ŋɣ	ŋɣʲ	ŋɣʷ	ŋɣᶣ	5/8	0.5800504866748434
ɱf	-	ns	n̠ʃ	ɱfʲ	-	-	-	-	4/4	1.0
4/4	1/2	3/4	3/4	1/2	3/3	1/1	1/1	1/1
1.0	0.9721589332776838	0.9983103665008793	0.9999764358839396	0.5	1.0	1.0	1.0	1.0
