p	pʷ	t		pʲ	tʲ	k	kʷ	7/8	0.8272005863276756
β				βʲ		ɣ		3/8	0.4807594135679813
mb	mbʷ	nd	ndz	mbʲ	ndʲ	ŋɡ	ŋɡʷ	8/8	1.0
			s					1/8	0.5254767200755196
3/4	2/4	2/4	2/4	3/4	2/4	3/4	2/4
0.8513253021594998	0.718818488073538	0.9279261681069216	0.5099666948082104	0.839634899927219	0.41497931497833174	0.8823210127097675	0.7356697919573268
