b	d			2/4	0.5722935441655053
	s	ʃ	x	3/4	0.8405147920534703
p	t	tɕ	k	4/4	1.0
pʰ	tʰ	tɕʰ	kʰ	4/4	1.0
3/4	4/4	3/4	3/4
0.8411466124560619	1.0	0.8340529392035337	0.7561081308321922
