p	t	kp	c	k	5/5	1.0
b	d	ɡb		ɡ	4/5	0.9267838009799667
mb	nd	ŋmɡb		ŋɡ	4/5	0.9422676717139621
ɓ	ɗ	-			2/4	0.8038629283657579
4/4	4/4	3/3	1/4	3/4
1.0	1.0	1.0	0.531043482902615	0.9942271009636375
