b	d		ɡ	3/4	0.8833005546143369
		s		1/4	0.5160654849487412
p	t	t̠ʃ	k	4/4	1.0
pʰ	tʰ		kʰ	3/4	0.7978950616035608
3/4	3/4	2/4	3/4
0.8411466124560619	0.9250688666402864	0.7987431393464081	0.8691442296063112
