b	d			2/4	0.6562156925250876
p	t	c	k	4/4	1.0
pʰ	tʰ	cʰ	kʰ	4/4	1.0
	s			1/4	0.6172292645319258
3/4	4/4	2/4	2/4
0.8409654914420828	1.0	0.468983682153046	0.6474755996427255
