	z	ʒ	ɣ		3/5	0.9421358470019886
ɬ	s	ʃ	x	xʷ	5/5	1.0
1/2	2/2	2/2	2/2	1/2
0.9048884957099266	1.0	1.0	1.0	0.8258323940163383
