b	d	ɟ	ɡ	4/4	1.0
ɓ	ɗ			2/4	0.8038629283657579
p	t	c	k	4/4	1.0
3/3	3/3	2/3	2/3
1.0	1.0	0.9483002079027533	0.9942958712195662
