	ɬʼ		ʆʼ		ʆʷʼ						3/11	0.29361227858939515
	ɮ	z	ʓ	ʒ	ʓʷ	ʑ	ɣ		ʁ	ʁʷ	9/11	0.8361285537838534
f	ɬ	s	ʆ	ʃ	ʆʷ	ɕ	x	xʷ	χ	χʷ	11/11	1.0
1/3	3/3	2/3	3/3	2/3	3/3	2/3	2/3	1/3	2/3	2/3
0.7461346156941219	1.0	0.983090597424601	1.0	0.98787545638369	1.0	0.9123626960196143	0.9951786367206401	0.9281399812219296	0.9960169331735004	0.9843874791818971
