b	d	d̠ʒ		3/4	0.6900539488701487
	ð			1/4	0.3539689764928421
p	t	t̠ʃ	k	4/4	1.0
	s	ʃ		2/4	0.6194614098532031
2/4	4/4	3/4	1/4
0.7765446790726911	1.0	0.9236936179361749	0.5889287716304312
