pʼ	tʲʼ	cʼ	kʼ	4/4	1.0
b				1/4	0.4826801384062261
p	tʲ	c	k	4/4	1.0
3/3	2/3	2/3	2/3
1.0	0.6485150070815376	0.549917843743418	0.745573167354666
