		d̪					1/7	0.2974761932406567
			z̪	ʒ	ɣ	ɣʷ	4/7	0.677722285037609
p	t̪ɬ̪	t̪	t̪s̪	t̠ʃ	k	kʷ	7/7	1.0
	ɬ̪		s̪	ʃ	x	xʷ	5/7	0.8129838972239458
	t̪ɬ̪ʰ	t̪ʰ	t̪s̪ʰ	t̠ʃʰ	kʰ	kʷʰ	6/7	0.8009957082110045
	t̪ɬ̪ʼ	t̪ʼ	t̪s̪ʼ	t̠ʃʼ	kʼ		5/7	0.7958862363417805
1/6	4/6	4/6	5/6	5/6	5/6	4/6
0.36749798994266764	0.8967111096825676	0.9764807463947817	0.9439277884181086	0.8556859344011418	0.776719350424701	0.7141726527486941
