	z̪͇|z͇	ʐ	ɣ	3/4	0.7097751141119362
ɸ		ʂ	ç	3/4	0.6295326106114293
1/2	1/2	2/2	2/2
0.6625210710769323	0.1986398010158172	1.0	1.0
