p	t	ts	t̠ʃ	k	kʷ	6/6	1.0
			d̠ʒ	ɡ	ɡʷ	3/6	0.3969678268968968
mb	nd			ŋɡ		3/6	0.8569920134991111
2/3	2/3	1/3	2/3	3/3	2/3
0.6714026815505164	0.723145951514283	0.8188155348950458	0.9843496255609091	1.0	0.9859103076440546
