variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,372.05187507,367.45149000000004,91.62458194898727,94.139621793,228.44343600000002,528.0692925,1.0170582833651194,343.3635504247708,757.5801392422619
z_std[1],-0.27798239212965076,-0.271838945,0.7854787724136385,0.7808921361779999,-1.5765752999999998,1.0089968349999998,1.000642287587364,10772.090238017323,6775.194510256682
z_std[2],0.4746185537713025,0.469064125,0.7790506480686991,0.774237226623,-0.8028533324999999,1.7775615249999992,1.0001264993317127,10072.76679823801,6181.080112035446
z_std[3],0.5911475069889113,0.59950853,0.7135173289617605,0.708741555438,-0.5822799344999999,1.7440700349999994,1.0003196421840073,8041.932630336591,6224.707482429135
z_std[4],0.9859526348290713,0.991057085,0.7762608629438579,0.772622319399,-0.28805621099999995,2.2488747199999994,1.0003002267145589,9361.201184206044,6247.343395027956
z_std[5],-0.1516713290107975,-0.14419553499999999,0.8681961114445443,0.855843844989,-1.59539298,1.2689915499999973,1.0001261338482925,11961.88953879699,6037.866550156144
z_std[6],-0.21626122645718937,-0.220869945,0.8714070652305399,0.891622548642,-1.63710241,1.2189372849999993,1.000817306916164,13584.216604319729,6135.871162597014
z_std[7],-0.20879614267016375,-0.204200415,0.8897085743278536,0.8985239330339999,-1.6715794849999999,1.26243637,0.9998429877546328,11122.097549052454,6219.592806196162
z_std[8],1.007827075485295,1.0015694,0.884794575175841,0.8605881798149999,-0.47227849099999997,2.49177945,0.9999469652598113,9334.047525618893,6240.569709218534
z_std[9],-0.06360543552822062,-0.054918825500000004,0.7817424701284974,0.787286775303,-1.3683629549999998,1.2012623399999998,1.000179089641875,9846.408878532413,6828.509787725995
z_std[10],-0.13804723660417625,-0.14111190499999998,0.7803725243735643,0.784479279465,-1.4215459449999999,1.1573471000000002,1.0003378908882319,9832.423183844827,6910.430095605439
z_std[11],-1.515588824481275,-1.52135525,0.7239599939113339,0.710054205,-2.7098716299999994,-0.3180251200000001,1.0005625165172471,10988.072152727545,6391.950459654943
z_std[12],0.3396835019466035,0.33724166499999997,0.7153462860164963,0.718465187538,-0.8235326334999999,1.5182540349999978,1.000333824548848,9089.948539969426,5855.219648210894
z_std[13],0.033929446854311,0.036775123,0.6219008855490306,0.6064795495751999,-1.0074861449999999,1.0562262249999999,1.0005689712815662,11544.713917374042,5767.390992466814
z_std[14],-0.10290112004410874,-0.0964300115,0.7642896554168517,0.772828608363,-1.3758176199999999,1.1332172149999997,1.000765334325318,11723.803268527408,6130.212333150525
