	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+;loweredLarynxImplosive:-			ɡ	1/3	0.3510742424277912
periodicGlottalSource:+;loweredLarynxImplosive:+	ɓ	ɗ		2/3	0.8108077539606614
periodicGlottalSource:-;loweredLarynxImplosive:-	p	t	k	3/3	1.0
	2/3	2/3	2/3
	0.6792132775084354	0.7253153726031024	0.9881447527138928
