p		ts	t	t̠ʃ	ʈʂ	k	kʷ	q	qʷ	9/10	0.9956635715286394
	ɬ	s	s̪	ʃ	ʂ	x	xʷ	χ	χʷ	9/10	0.8243102941008543
pʼ		tsʼ	tʼ	t̠ʃʼ	ʈʂʼ	kʼ		qʼ		7/10	0.9106603070855837
pʰ		tsʰ	tʰ	t̠ʃʰ	ʈʂʰ	kʰ		qʰ		7/10	0.95978868452634
3/4	1/4	4/4	4/4	4/4	4/4	4/4	2/4	4/4	2/4
0.8411719671522994	0.5953324165875787	1.0	1.0	1.0	1.0	1.0	0.7451535930892645	1.0	0.6849575750256147
