	labial:+;labiodental:+;coronal:-;anterior:0;distributed:0;dorsal:-;round:-	labial:+;labiodental:+,-;coronal:-;anterior:0;distributed:0;dorsal:-;round:-,+	labial:-;labiodental:0;coronal:+;anterior:+;distributed:-;dorsal:-;round:0	labial:-;labiodental:0;coronal:+;anterior:-;distributed:+;dorsal:-;round:0	labial:-,+;labiodental:-;coronal:+;anterior:-;distributed:+;dorsal:-;round:+	labial:+;labiodental:+;coronal:-;anterior:0;distributed:0;dorsal:-,+;round:-	labial:-;labiodental:0;coronal:+;anterior:-;distributed:+;dorsal:-,+;round:0	count	markedness_count
periodicGlottalSource:+				ʒ				1/7	0.20685001339004386
periodicGlottalSource:-	f	fʷ	s	ʃ	ʃʷ	fʲ	ʃʲ	7/7	1.0
	1/2	1/2	1/2	2/2	1/2	1/2	1/2
	0.7610533045600901	0.9721589332776838	0.7904973690479861	1.0	0.5433356750125081	0.5708260837395728	0.7788086177089248
