	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:-;constrictedGlottis:+;raisedLarynxEjective:+		tʼ	kʼ	2/3	0.7723084132353424
periodicGlottalSource:+;constrictedGlottis:-;raisedLarynxEjective:-	b	d	ɡ	3/3	1.0
periodicGlottalSource:-;constrictedGlottis:-;raisedLarynxEjective:-		t	k	2/3	0.7363696962143519
	1/3	3/3	3/3
	0.34852410285827906	1.0	1.0
