		d		ɡ	ɟ	3/6	0.6953143346590092
β	v		z		ʒ	4/6	0.7442740152621864
p	pf	t	ts	k	c	6/6	1.0
	f		s		ʃ	3/6	0.7332977339080711
2/4	3/4	2/4	3/4	2/4	4/4
0.6385650654475676	0.9981099018730888	0.9036894656578184	0.9302895585623174	0.8208175339725856	1.0
