pʼ	t̪ʼ|tʼ	kʼ	kʷʼ	qʼ	qʷʼ	6/6	1.0
b	d̪|d	ɡ	ɡʷ	ɢ	ɢʷ	6/6	1.0
p	t̪|t	k	kʷ	q	qʷ	6/6	1.0
3/3	3/3	3/3	3/3	3/3	3/3
1.0	1.0	1.0	1.0	1.0	1.0
