b						1/6	0.28096588159797337
		s	ʃ	ʂ	x	4/6	0.7165423008526518
p	t	ts			k	4/6	0.8853695448591217
2/3	1/3	2/3	1/3	1/3	2/3
0.8421922259973105	0.6560010527343105	0.9200950182478003	0.297035055011415	0.4407177900486543	0.7522848451355145
