pʼ	tʼ	kʼ	3/3	1.0
b	d	ɡ	3/3	1.0
p	t	k	3/3	1.0
pʰ	tʰ	kʰ	3/3	1.0
4/4	4/4	4/4
1.0	1.0	1.0
