p	t̪	t̺	ȶ	k	5/5	1.0
	ð		ʑ		2/5	0.5185404680925944
1/2	2/2	1/2	2/2	1/2
0.8194751736723318	1.0	0.9888523642962543	1.0	0.8762855732146252
