b	d̪			2/4	0.45938336519005435
ɸ		s		2/4	0.7321131789212265
p	t̪	t̠ʃ	k	4/4	1.0
3/3	2/3	2/3	1/3
1.0	0.8771182303113406	0.8787126426110411	0.6227784394032676
