	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+	b	d̪		2/3	0.6610119013206708
periodicGlottalSource:-	p	t̪	k	3/3	1.0
	2/2	2/2	1/2
	1.0	1.0	0.7131090135848781
