b	d	ɡbʷ	ɡ	4/4	1.0
p	t	kpʷ	k	4/4	1.0
v	z	-		2/3	0.82932843576725
f	s	-		2/3	0.8725451562119355
4/4	4/4	2/2	2/4
1.0	1.0	1.0	0.8183560558858897
