b	d		ɡ	dʑ	4/5	0.7693344114679853
	-	sʰ			1/4	0.8929806837102415
		z			1/5	0.5397926374438716
p	t	t̪	k	tɕ	5/5	1.0
		s		ɕ	2/5	0.6560237861296643
pʰ	tʰ		kʰ	tɕʰ	4/5	0.6704302062231438
3/6	3/5	4/6	3/6	4/6
0.7752650415826785	0.9490564481629108	0.7925393326999588	0.8328181093958532	0.9052684506802101
