	labiodental:0;anterior:+;distributed:-;high:0;low:0;front:0;back:0;round:0	labiodental:0;anterior:-;distributed:+;high:0;low:0;front:0;back:0;round:0	count	markedness_count
periodicGlottalSource:+;constrictedGlottis:-;raisedLarynxEjective:-		d̠ʒ	1/2	0.6107927730525248
periodicGlottalSource:-;constrictedGlottis:-;raisedLarynxEjective:-		t̠ʃ	1/2	0.5088836139570201
periodicGlottalSource:-;constrictedGlottis:+;raisedLarynxEjective:+	tsʼ	t̠ʃʼ	2/2	1.0
	1/3	3/3
	0.2185917103248128	1.0
