b	d		ɟ		3/5	0.6517043498016186
ɸ		s		x	3/5	0.8733087936931826
p	t	ts	c	k	5/5	1.0
3/3	2/3	2/3	2/3	2/3
1.0	0.9259297106463319	0.8824642647348749	0.8821472665701419	0.7776906561654108
