p	t		kp	k	4/5	0.9488770703997054
b	d	ɖ	ɡb	ɡ	5/5	1.0
mb	nd			ŋɡ	3/5	0.9699448500796864
ɓ	ɗ		-		2/4	0.7838505781029831
4/4	4/4	1/4	2/3	3/4
1.0	1.0	0.1651399650124745	0.9498754830190782	0.9879946527695005
