	β	z	ʒ	ɣ	4/5	0.9998499494174646
fʷ	f	s	ʃ		4/5	0.8027728625722855
1/2	2/2	2/2	2/2	1/2
0.9721589332776838	1.0	1.0	1.0	0.2955652519701484
