pʼ	tʼ	kʼ	kʷʼ	qʼ	qʷʼ	6/6	1.0
b						1/6	0.30906962637033913
		k				1/6	0.3079282532131275
pʰ	tʰ		kʷʰ	qʰ	qʷʰ	5/6	0.6895927048258714
3/4	2/4	2/4	2/4	2/4	2/4
0.5250786896473455	0.17818209152230116	0.590523001407944	0.2972400059631941	0.4581585731153069	0.5273560453409715
