b									1/9	0.28057249604217427
	θ		ɬ	s	çʲ	xʷ	χ	χʷ	7/9	0.8238898667583765
				ts	k				2/9	0.41391314425307624
pʰ		tʰ				kʷʰ	qʰ	qʷʰ	5/9	0.4652258181310936
pʼ	t̪θʼ	tʼ	tɬʼ	tsʼ	kʼ	kʷʼ	qʼ	qʷʼ	9/9	1.0
3/5	2/5	2/5	2/5	3/5	3/5	3/5	3/5	3/5
0.4410575714750861	0.18685778538884307	0.18629237239658497	0.7558624761739613	0.8064267238593201	0.6340173092746828	0.42568405723066394	0.604819318027198	0.7165699851078958
