b		d			ɡ				3/9	0.8488270864997233
	ɬ		s	ʃ	x	xʷ	χ	χʷ	7/9	0.7727953612887081
p	tɬ	t	ts	t̠ʃ	k	kʷ	q	qʷ	9/9	1.0
pʼ	tɬʼ	tʼ	tsʼ	t̠ʃʼ	kʼ	kʷʼ	qʼ	qʷʼ	9/9	1.0
3/4	3/4	3/4	3/4	3/4	4/4	3/4	3/4	3/4
0.8414029722061576	0.9710151086402354	0.9572618434659242	0.9227623721641922	0.8324463894388399	1.0	0.8400316693709567	0.91679123805487	0.9593410702546299
