variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-2323.998708275,-2325.12065,58.64991363249294,60.25093661999962,-2417.336225,-2225.43527,1.0025911391374822,892.2293499990366,2093.1480189930035
z_std[1],0.0246527170829875,0.029635805,0.8833719816230661,0.889367017371,-1.42654687,1.4702906399999998,1.0002588980339306,22123.136667771254,5676.135555368619
z_std[2],0.05330639229564625,0.055654498499999996,0.8762226424915485,0.871654172781,-1.39696887,1.4942606899999993,1.000492657749863,19373.301880662806,6320.5923239226495
z_std[3],0.0684752560397885,0.0648499005,0.8459639871503487,0.8520795539823,-1.316711505,1.4794845499999996,1.0000413722715433,16591.18313813252,6542.5769949569485
z_std[4],0.155899192863566,0.161110625,0.8696146081943869,0.863199031002,-1.2691091199999998,1.5754167249999995,0.9998952033363515,17594.557352577976,6152.627375102923
z_std[5],-0.025452291066875625,-0.020938221,0.9513285967022336,0.942911524086,-1.5784416949999998,1.5473418249999997,1.001325254339718,21038.481193944514,5534.536423738491
z_std[6],-0.04028592281038125,-0.043500910500000003,0.9645156088596776,0.9675224609546998,-1.657141185,1.5428300099999983,1.0010356749258484,23260.934045253623,5754.588359392375
z_std[7],0.09480666321750687,0.084377141,0.9665107354173965,0.9708930712529998,-1.4906345349999999,1.6960764549999996,1.000472425659996,19323.610821794202,6424.24523345494
z_std[8],-0.06625572752907438,-0.066494628,0.9584582320129778,0.9682065333359998,-1.6271824849999998,1.4815357899999977,1.0009156310274798,21081.066837580755,6253.47371442004
z_std[9],0.017465986865397,0.012265304500000001,0.9172876673021564,0.921486790245,-1.4856947850000002,1.5272485849999986,1.0003217760180367,18011.977830971693,6165.290651198227
z_std[10],0.01957818467139,0.022784547000000002,0.8976300204145957,0.8938420453199999,-1.4448052699999998,1.4921994749999998,1.0011714312434694,15039.500892369844,6230.646575550737
z_std[11],0.26204625613599875,0.264796465,0.8579855832723907,0.8545129223819998,-1.16521909,1.6694411149999993,0.9998743248068839,21399.689838555103,5769.331537623991
z_std[12],0.2572861814971975,0.24441509,0.8635463575667082,0.8768014486349999,-1.163624795,1.7032541349999992,1.001492710636897,20711.09717423406,5854.458540448815
z_std[13],0.3456400048706175,0.34762548000000004,0.8051083821698921,0.8061433864889999,-0.9701630155,1.6683719799999994,1.0003372552431167,17769.328400361854,5871.815449686087
z_std[14],0.07447360510950425,0.07562688249999999,0.9017454360688053,0.8936787295169999,-1.4214425,1.55400502,1.0004694379069476,18678.910102165122,5687.167903201833
z_std[15],0.08593831389076,0.0757942085,0.8970943805408255,0.8988057456420001,-1.39110874,1.5816975849999988,1.000979479817377,20620.586455645946,6164.748020031532
z_std[16],0.06424558831348624,0.066632357,0.9020102800785209,0.8924034815052,-1.41744162,1.5329114799999992,1.001793431855831,17977.173248421375,5245.256018208928
z_std[17],0.159508675670795,0.162176275,0.8860124890143735,0.8737705768680001,-1.26827924,1.6062422449999996,0.9997051725501861,22039.853007738726,5652.265298534371
z_std[18],0.0069844104459225,-0.00327492215,1.0225078047725598,1.0429839657045898,-1.6271039649999999,1.6815410049999997,1.0019238400700758,20721.37595410134,5042.313051045609
z_std[19],-0.00688181877551875,-0.018250609,1.006428249420663,0.9930550872480001,-1.6553162399999999,1.6673635999999983,1.0002971911301712,19941.70270507864,5061.4640959669805
z_std[20],0.05591760438894975,0.0604636285,0.9585321400050926,0.9586214479821,-1.535699005,1.6311282799999993,1.0012658225740623,23025.80371532997,5608.354109030623
z_std[21],0.0500810635493525,0.039100157999999996,1.0042565853175858,1.000434773226,-1.5892423999999998,1.6979293199999999,1.0017941416333844,21066.55006407997,5565.365268477157
z_std[22],0.06773215300840975,0.055201792,0.9927603667458983,0.9813590144862,-1.571226145,1.705763209999999,0.9999170693858662,21396.266973300786,5636.226815591606
z_std[23],-0.007749694403976249,-0.0126509,0.9852302322962854,0.961046627982,-1.60650625,1.6154017149999997,1.0012221477066878,22143.844390160048,6072.443324945762
z_std[24],0.07120222704665,0.07304649699999999,0.9068920396985961,0.8992037318208,-1.4311682799999998,1.5591549399999984,1.0004586281026455,20403.32052674706,5833.366340120479
z_std[25],0.323839253560124,0.32503468,0.8871567557706702,0.8907878151899999,-1.141260945,1.7908963649999998,1.000203986201316,17971.785256435818,5592.361935267526
z_std[26],-2.50464173441155,-2.4962391000000004,0.8862160567979833,0.88588633959,-3.9533224149999997,-1.04467251,1.0012870262154159,12966.817795692692,5674.907885611105
z_std[27],0.1331564297719775,0.14399473000000002,0.8223296664151959,0.8083639358129999,-1.238318395,1.4950456249999982,1.0018523914658843,22476.31425463146,5434.062372024392
z_std[28],0.08146051721637845,0.0741100535,0.8361074377418388,0.849764087865,-1.2835831,1.45545843,1.001787913530923,21304.39057522696,4952.8793314749755
z_std[29],0.07286512024677062,0.073758714,0.8503998643831434,0.8595246515309999,-1.30936509,1.46981007,0.9999445349534442,21358.374909608036,6116.456712907381
z_std[30],0.072761817303975,0.0753819935,0.8579754464123546,0.8547261402770999,-1.3414189250000002,1.500968285,1.0000296054569544,20962.5865597089,5279.305536058959
z_std[31],0.39707186081312124,0.39608878000000003,0.915460692229282,0.9080033067839999,-1.1015492449999997,1.8865846949999996,1.0004303483068002,20306.059071359934,5951.433157542209
z_std[32],-1.0838488679072988,-1.0829583,0.9786751757613107,0.96527912481,-2.722462825,0.5594256259999998,1.0001743425842584,17941.493474992956,5782.586644554923
z_std[33],0.28728614682575876,0.288892605,0.9918726507632104,0.9737707904399998,-1.33915023,1.9164905199999995,1.001790164203465,18573.49123797225,5588.51633702473
z_std[34],0.34311904703569135,0.33522675,0.9083649933391743,0.9137919183330001,-1.14891606,1.8424321799999983,1.0001061461823206,18699.825073014028,5511.49111929532
z_std[35],0.09824146978852312,0.0886302645,0.9334514609302659,0.9264872879577,-1.419454355,1.6365047449999985,1.0017864216675931,22332.40249166524,5484.530402855663
z_std[36],0.09296248797552376,0.097373182,0.925840526838421,0.9581482457988,-1.40465258,1.61439605,1.0008975986878539,19128.124781509516,5513.283095282452
z_std[37],0.11257120397260288,0.11418819499999999,0.8215590039942943,0.8148998963699999,-1.2434362149999998,1.4596923149999987,1.0001873360234679,18922.565021036746,5332.404795690438
z_std[38],0.13574902877632125,0.139576435,0.8530062722996967,0.8692615158359999,-1.25477306,1.521426594999999,1.001288310462141,20578.431076225974,5865.24529321071
