pʷ	p	t		ts	tsʷ	pʲ		k	kʲ	kʷ	9/11	0.9983538691466955
bʷ	b	d	-	d̠ʒ	d̠ʒʷ	bʲ		ɡ			7/10	0.9028188202148193
	mb	nd		n̠d̠ʒ	-		-	ŋɡ			4/9	0.9101138210610079
	mp	nt		nts	-		-	ŋk			4/9	0.9172037351120323
fʷ	f		ns	s	sʷ	fʲ	sʲ				7/11	0.6773729773526695
3/5	5/5	4/5	1/4	5/5	3/3	3/5	1/3	4/5	1/5	1/5
0.9423298068744478	1.0	0.9216285428303301	0.08477078123657243	1.0	1.0	0.8809875635062658	0.5213751278929346	0.8677649392634903	0.48810353106300436	0.6405195906875087
