b	d̪	ɖ	d̠ʒ	ɡb	ɡ		6/7	0.9757227975838868
v			z	-			2/6	0.6665503441558297
	t̪		t̠ʃ	kp	k		4/7	0.6574791508630142
f			s	-	x	xʷ	4/6	0.9384089058303208
3/4	2/4	1/4	4/4	2/2	3/4	1/4
0.4965922405201214	0.7561293592417255	0.1761936837670244	1.0	1.0	0.9477381366921813	0.21764459688886048
