p	t		ts	k	kʷ	5/6	0.9887004993373386
b	d		dz	ɡ	ɡʷ	5/6	0.9959804267309748
ɓ	ɗ	-	-		-	2/3	0.8107532824294101
v		ɮ	z	ʁ	ʁʷ	5/6	0.9527440366947413
mb	nd		ndz	ŋɡ	ŋɡʷ	5/6	0.9998990474927907
f		ɬ	s	χ	χʷ	5/6	0.9809936348322049
6/6	4/6	2/5	5/5	5/6	5/5
1.0	0.9706054584832032	0.6116840419841677	1.0	0.990534399893716	1.0
