b	d̪	d̠ʒ	ɡ	ɡʷ	5/5	1.0
	z				1/5	0.3355784520880092
	t̪	t̠ʃ	k	kʷ	4/5	0.7512328941012151
f	s	ʃ			3/5	0.7596574452500905
2/4	4/4	3/4	2/4	2/4
0.4207713090086781	1.0	0.9236936179361749	0.8231799477121992	0.7364542751461084
