p	t			ts	kʷ	k	5/7	0.988690650982035
b	d		-	dz	ɡʷ	ɡ	5/6	0.9959804267309748
ɓ	ɗ	-	-	-	-		2/3	0.8107532824294101
f		ɬ	-	s		χ	4/6	0.9418137007318907
mb	nd				ŋɡʷ	ŋɡ	4/7	0.8835522376750917
v		ɮ	nz	z	ɣʷ	ɣ	6/7	0.9527440366947413
6/6	4/6	2/5	1/3	4/5	4/5	5/6
1.0	0.9706091235629497	0.6116655364872736	0.13746046576838197	0.9962669544183135	0.7778999660435668	0.990534399893716
