f	ɬ	s		χ	4/5	0.9585693704559575
v	ɮ	z	ɣʷ	ɣ	5/5	1.0
		nz			1/5	0.4663215182067069
2/3	2/3	3/3	1/3	2/3
0.994934002096312	0.9999220885116048	1.0	0.17902954791843123	0.9996221071651169
