b	d̪			-	dʲ	-		ɡ		4/8	0.8458872330113721
v		z̪	ʐ			-	zʲ			4/9	0.6920215191442906
p	t̪	t̪s̪		-	tʲ	-	tsʲ	k	tɕ	7/8	0.9839603089277981
f		s̪	ʂ	ɬʲ		ɬˠ	sʲ	x	ɕ	8/10	0.9432486427052708
4/4	2/4	3/4	2/4	1/2	2/4	1/1	3/4	3/4	2/4
1.0	0.837819120561514	0.8953520474632904	0.43999111213158754	0.8197308999487871	0.9838730128614795	1.0	0.9624800755893861	0.9507699456670087	0.7356832649676471
