b	d	ɡb	ɟ	ɡ	5/5	1.0
p	t	kp	c	k	5/5	1.0
v	z	-			2/4	0.7580641658283114
f	s	-			2/4	0.80465778484197
4/4	4/4	2/2	2/4	2/4
1.0	1.0	1.0	0.8169284772664792	0.818888186995482
