variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-3639.0276750875,-3640.16515,50.62566387886513,52.315987289999676,-3719.787715,-3556.358175,1.0035333356998566,1371.6506461174645,2725.7404592105154
z_std[1],0.19790018369516876,0.19983963500000002,0.9544545745356668,0.9766054400969999,-1.363907325,1.7754275599999998,1.0003703831889543,15138.98532555772,5783.317881400449
z_std[2],0.0655643104458875,0.0748485755,0.9398397285492981,0.9318856502759999,-1.4757410649999998,1.60312098,1.000329876456483,14794.880594494265,5967.089777453773
z_std[3],0.21806144800617766,0.21986274,0.9257121958698298,0.9405975635489999,-1.290795275,1.760489579999999,1.001464945247754,14474.524613200123,6080.827828665251
z_std[4],0.4353237319947392,0.42871223,0.9466022875886382,0.949961524302,-1.103672645,2.019647019999998,1.0011596134031613,14341.677073642773,6320.729269608659
z_std[5],-0.4489866572271775,-0.42785827,0.9749673808303813,0.964514518338,-2.0931678799999998,1.1334491149999992,1.0007245705651422,14427.515973909514,6321.118501946322
z_std[6],0.22866499146178476,0.229345465,0.9930044160449342,0.9898399357139999,-1.3960658550000002,1.8526611099999999,1.0009950873704005,15518.542335245325,5213.592865692364
z_std[7],0.1254178905346925,0.126211275,0.9844909364714942,0.9906367664969999,-1.485275605,1.7393105649999985,1.000103728944574,15229.347856135333,6355.035559302333
z_std[8],0.1572388641145475,0.14706032,0.9807329815939522,0.989623031334,-1.441545265,1.777262785,1.0002865493001023,15473.062761757055,6197.232586297543
z_std[9],-0.27204540879046374,-0.26702430499999996,0.9518134324746106,0.957988424484,-1.86833372,1.2549397499999988,1.0005263813560972,13880.221470129367,6616.481113512991
z_std[10],-0.28358279431058,-0.27227301000000004,0.9420399895423202,0.9439517458979999,-1.805854295,1.2286804199999999,1.0000501084065547,14546.946236452759,5349.4498059781945
z_std[11],0.31414541142604463,0.31684703999999997,0.9225454424240259,0.9051212213400001,-1.2107273649999999,1.8507656999999977,1.0009541829016344,15070.090403772167,4892.231338299364
z_std[12],0.3178232333826581,0.32121324,0.9207433824726166,0.9142914507509999,-1.2024547700000001,1.8366049049999997,1.0001851298952098,14667.803907007246,5599.910703094736
z_std[13],0.4058060313136554,0.40401547,0.8955615679504569,0.8743208142059998,-1.0595120199999999,1.8850569699999988,1.0017290615469219,16224.845873600052,5720.554041300898
z_std[14],0.26210848078399,0.260666685,0.9424704842874952,0.9439293586379999,-1.3002465150000002,1.8307583349999996,1.0021069436753487,13599.173788513612,5269.610812487412
z_std[15],0.2377538862246725,0.24648659,0.9189986378260377,0.9160577462609998,-1.264819535,1.722040545,1.0019166252767184,13481.189209058199,4984.127575000003
z_std[16],0.24711353721559112,0.23533610500000002,0.9499242054962598,0.944203031772,-1.2986360700000001,1.81430567,1.000990480504417,15052.969170197828,5814.601198178814
z_std[17],0.2485373001884375,0.24798878,0.9423614672543805,0.9154907036519999,-1.3299685749999999,1.8186686199999984,1.0001763297062856,15200.77492261729,5228.1594414568735
z_std[18],-0.021909037899610375,-0.0217164,0.9850433440752643,0.949019287524,-1.663613895,1.6082233549999991,1.000778185095268,15682.994369299879,5486.162897828603
z_std[19],-0.0021536435976849985,8.95627325e-4,1.008116967969939,0.9841425668160448,-1.700389245,1.6549519499999996,1.0010078562674178,14571.498027588057,5423.804795532732
z_std[20],0.11736372519518443,0.111104205,0.9904584020468106,0.9955024224809998,-1.5148462599999999,1.7453501699999971,1.0013986140098605,15057.293305637879,5679.493948639714
z_std[21],0.05223462622180375,0.047791782500000005,1.008388249692568,1.030342662573,-1.6067564449999998,1.710588969999998,1.0002177767157174,16891.00780447757,5569.4148023294165
z_std[22],0.060991598194292125,0.075838351,0.9919211744551176,0.991523598513,-1.6024583000000001,1.6737101349999977,0.9996593068001369,15177.625161024476,5708.94042187951
z_std[23],0.10653198757052025,0.0954666515,0.9718778668112696,0.9628707797330999,-1.4966197999999997,1.7062712449999984,1.0011151831390055,13720.790693905861,5791.470683075346
z_std[24],0.1700994990468325,0.15639524,0.9340936595106395,0.9439477280519998,-1.3546614049999999,1.7177127349999979,1.0001756637784671,13170.451793057759,5752.710911539754
z_std[25],-0.6553658078103775,-0.654179165,0.9292076911751427,0.9212531917889999,-2.173069795,0.8836030794999974,0.9999642724845821,13891.889386686837,6224.512472542413
z_std[26],0.40950924834514124,0.414753575,0.908410359615263,0.9037882823969999,-1.0983360249999998,1.9139142199999997,1.000295406441461,15313.375567084944,6099.3187564626915
z_std[27],-0.49258972656100625,-0.499729945,0.8972074984131941,0.8830216480092,-1.97526856,0.9978769984999998,1.000555115515881,14371.967078030404,4870.28281540641
z_std[28],-0.4873327047874175,-0.485967265,0.8773700732251427,0.871572303609,-1.9230582849999998,0.9629112109999999,1.0009425299593102,14605.92968627526,5775.926059096209
z_std[29],0.5277215016242988,0.533933175,0.9088788499117525,0.9074327541194999,-0.962972466,2.00168963,1.0017371275614755,14736.42332141347,5861.794644892699
z_std[30],-0.4589807148778791,-0.453472035,0.8920532758617722,0.879634378476,-1.96792342,1.006065655,1.0006383167337267,14659.118617917386,5505.809314540162
z_std[31],-0.258867316832673,-0.26290777,0.9535563795612622,0.955229869272,-1.815811315,1.3088932949999996,1.0002400948178047,17943.954102261047,5870.153168863112
z_std[32],-0.11165476097966562,-0.11052939,0.9884351520078476,1.002213263121,-1.7250064049999998,1.5240215899999998,1.0007249402237688,15960.766632135945,5801.820820009774
z_std[33],-0.11082161120784376,-0.111773025,0.976250243586182,0.961969212897,-1.7265719149999998,1.4909194399999954,1.0009556010741971,15345.406498237864,5341.6215928200245
z_std[34],-0.31186763779830734,-0.317161665,0.9567574642810905,0.9361636999889998,-1.8806862949999998,1.2861949899999985,1.0009232649677675,13866.228557244569,5265.43002982962
z_std[35],0.34815281400172693,0.34956416,0.9694028145145652,0.9611672004270001,-1.24158591,1.9411642399999969,1.000217012203746,14525.096821310512,5248.674799584914
z_std[36],0.3605807691752661,0.358788125,0.9698535463583917,0.9723220085459999,-1.222282885,1.9495991499999994,1.0008559693574364,14169.21761409607,5562.593233184491
z_std[37],-0.4611270494409475,-0.463199185,0.9011778039898627,0.8991233111489999,-1.927972835,1.04602774,1.000841645106457,14724.650579839297,5625.712307764945
z_std[38],0.6409675537019163,0.63849702,0.930454952881752,0.9594227510279999,-0.8869807854999998,2.15175369,1.0006200918821444,13763.398845469093,5457.472985744416
z_std[39],-0.3794135838900154,-0.376624055,0.9262308743536772,0.9421523365169999,-1.88264209,1.149882314999999,1.0006896400820977,15354.00887905163,5505.893813144156
z_std[40],-0.37608836489310665,-0.37394348499999996,0.9378997245527254,0.900182191482,-1.91795609,1.1789968099999988,1.0007553128198419,14308.5348342237,5513.926495500261
z_std[41],-0.31123403948164374,-0.31331750999999997,0.982534432742278,0.982530206217,-1.926604885,1.2879807249999986,0.9999852527946558,14902.530707233733,5267.247331731375
z_std[42],0.40925776660650026,0.40373433000000003,0.9795134550890556,0.984334945545,-1.20210315,2.0093052499999993,1.000138666461926,14487.75492750875,5363.332718556729
z_std[43],-0.4137436933406938,-0.40205513000000004,0.9135384468862922,0.9425442470009999,-1.910934895,1.0795127549999997,1.0008321221169227,13852.807589609742,5567.5473909064385
z_std[44],-0.23951036293539876,-0.24573127,0.9869913651298052,1.015848053325,-1.837120465,1.3726640249999988,1.0003025577171918,15258.134098739809,5557.338437387574
z_std[45],-0.2546619855766625,-0.24860985000000002,0.9737259416062041,0.94529197182,-1.85790087,1.354005245,1.000284705042745,14420.159474212709,5036.5758427117935
z_std[46],0.39059169927355,0.38541100500000003,0.9731828835920963,0.9517444916490001,-1.191527055,1.9931457,1.0002175153161479,11534.507535031307,5103.992465092171
z_std[47],-0.2361969850012775,-0.234424185,0.9758773151719713,0.9660025965449999,-1.838624715,1.342784129999999,1.0002560925943418,14683.537915970552,4935.339202903524
