	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
periodicGlottalSource:+	b		ɡ	2/3	0.6532073768512385
periodicGlottalSource:-	p	t	k	3/3	1.0
	2/2	1/2	2/2
	1.0	0.6982137273139257	1.0
