b	d̻	ɖ	ɡ	4/4	1.0
b̤	d̻̤	ɖ̤	ɡ̤	4/4	1.0
p	t̻	ʈ	k	4/4	1.0
pʰ	t̻ʰ	ʈʰ	kʰ	4/4	1.0
4/4	4/4	4/4	4/4
1.0	1.0	1.0	1.0
