p	t	ts	k	4/4	1.0
		s		1/4	0.5481265971825239
pʰ	tʰ	tsʰ	kʰ	4/4	1.0
2/3	2/3	3/3	2/3
0.8419869567962608	0.9485325403578682	1.0	0.869994619047213
