	labial:+;coronal:-;dorsal:-	labial:-;coronal:+;dorsal:-	labial:-;coronal:-;dorsal:+	count	markedness_count
spreadGlottis:-;constrictedGlottis:-;raisedLarynxEjective:-	p	t̪	k	3/3	1.0
spreadGlottis:+;constrictedGlottis:-;raisedLarynxEjective:-	pʰ	t̪ʰ	kʰ	3/3	1.0
spreadGlottis:-;constrictedGlottis:+;raisedLarynxEjective:+	pʼ	t̪ʼ	kʼ	3/3	1.0
	3/3	3/3	3/3
	1.0	1.0	1.0
