	ʰt	ʰc	ʰk	-	ʰkʷ	4/5	0.9040318446869823
b	d	ɟ				3/6	0.71596477212125
ʱb	ʱd	ʱɟ	-	-	-	3/3	1.0
	t	c	k	kʷ		4/6	0.7466713471819305
2/4	4/4	4/4	2/3	1/2	1/3
0.390011685606496	1.0	1.0	0.7126018771382889	0.7990666606744578	0.5352899303023696
