p	t	kp	c	k	5/5	1.0
b	d	ɡb	ɟ	ɡ	5/5	1.0
		ŋmɡb			1/5	0.019896260515609464
f	s	-			2/4	0.802392085064903
3/4	3/4	3/3	2/4	2/4
0.9763421433141852	0.9872259840310341	1.0	0.8416582346527454	0.8467553257099658
