b	d	d̠ʒ	ɡ		4/5	0.9998096898207697
		z			1/5	0.40628939307004464
p	t	t̠ʃ	k	-	4/4	1.0
		s	x	ħ	3/5	0.7144273791113959
2/4	2/4	4/4	3/4	1/3
0.7766116854570123	0.9035801815766741	1.0	0.9508433051737933	0.713617098463052
