	z	ʐ		ʁ	3/5	0.7071779967714737
f	s	ʂ	ɕ	χ	5/5	1.0
1/2	2/2	2/2	1/2	2/2
0.6625450972908989	1.0	1.0	0.7181571519887248	1.0
