v			ʒ	ɣ	ʕ	4/6	0.6555157113475034
f	θ	s	ʃ	x	ħ	6/6	1.0
2/2	1/2	1/2	2/2	2/2	2/2
1.0	0.7313336129145053	0.7929373253827083	1.0	1.0	1.0
