p		t̪	t̪s̪	ʈʂ	c	k	q	tɕ	8/9	0.9997970374527557
b	-	d̪	d̪z̪	ɖʐ	ɟ	ɡ		dʑ	7/8	0.9794097048348773
			z			ɣ	ʁ	ʑ	4/9	0.6183836888471556
pʰ		t̪ʰ	t̪s̪ʰ	ʈʂʰ	cʰ	kʰ	qʰ	tɕʰ	8/9	0.9994513126980215
mb	-	n̪d̪	n̪d̪z̪	ɳɖʐ	ɲɟ	ŋɡ	ɴɢ	ndʑ	8/8	1.0
	ɬ̪		s̪	ʂ		x	χ	ɕ	6/9	0.7371176516535437
4/6	1/4	4/6	6/6	5/6	4/6	6/6	5/6	6/6
0.7730307018256503	0.7919788292253983	0.8330183500272138	1.0	0.8765136900049605	0.9161152747914569	1.0	0.9280385938004329	1.0
